# STRING,ENGLISH,SIMPLIFIED CHINESE
STR_GRF_NAME,China Set: Trains {VERSION_STRING},中国包：火车 {VERSION_STRING}
STR_NAME_DJJ1,"DJJ1 ""Blue Arrow"" (EMU)","DJJ1 ""蓝箭"" (电力动车)"
STR_NAME_DJJ2,"DJJ2 ""China Star"" (EMU)","DJJ2 ""中华之星"" (电力动车)"
STR_NAME_DJF1,"DJF1 ""Central Plains Star"" (EMU)","DJF1 ""中原之星"" (电力动车)"
STR_NAME_DJF2,"DJF2 ""Xian Feng"" (EMU)","DJF2 ""先锋号"" (电力动车)"
STR_NAME_DJF3,"DJF3 ""Changbai Mount"" (EMU)","DJF3 ""长白山号"" (电力动车)"
STR_NAME_NYJ1_BEIHAI,"NYJ1 ""BEIHAI"" (DMU)","NYJ1 ""北海号"" (内燃动车)"
STR_NAME_CR200JA,CR200J-A (EMU),CR200J-A (电力动车)
STR_NAME_CR200JAL,CR200J-A (Long Version) (EMU),CR200J-A (长编组) (电力动车)
STR_NAME_CR200JB,CR200J-B (EMU),CR200J-B (电力动车)
STR_NAME_CR200JC,CR200J-C (EMU),CR200J-C (电力动车)
STR_NAME_CR200JCL,CR200J-C (Long Version) (EMU),CR200J-C (长编组) (电力动车)
STR_NAME_CR200JSG_ELECTRIC,CR200JS-G (Hybrid MU) (Electric-side),CR200JS-G (双源动车) (电力端)
STR_NAME_CR200JSG_DIESEL,CR200JS-G (Hybrid MU) (Diesel-side),CR200JS-G (双源动车) (内燃端)
STR_NAME_CRH1A,CRH1A (EMU),CRH1A (电力动车)
STR_NAME_CRH1B,CRH1B (Long Version) (EMU),CRH1B (电力动车)
STR_NAME_CRH1E_NG,CRH1E-NG (EMU),CRH1E-NG (电力动车)
STR_NAME_CRH1E,CRH1E (EMU),CRH1E (电力动车)
STR_NAME_CRH1AA,CRH1A-A (EMU),CRH1A-A (长编组) (电力动车)
STR_NAME_CRH2A,CRH2A (EMU),CRH2A (电力动车)
STR_NAME_CRH2A4020,CRH2A-4020 (Cargo EMU),CRH2A-4020 (货运电力动车)
STR_NAME_CRH2B,CRH2B (Long Version) (EMU),CRH2B (长编组) (电力动车)
STR_NAME_CRH2C,CRH2C (EMU),CRH2C (电力动车)
STR_NAME_CRH2E,CRH2E (EMU),CRH2E (电力动车)
STR_NAME_CRH2E_NG,CRH2E-NG (EMU),CRH2E-NG (电力动车)
STR_NAME_CRH2G,CRH2G (EMU),CRH2G (电力动车)
STR_NAME_CRH2ELS,CRH2E (Longitudinal Sleeper) (EMU),CRH2E (纵向卧铺) (电力动车)
STR_NAME_CJ1,CJ1 (EMU),CJ1 (电力动车)
STR_NAME_CJ6,CJ6 (Section) (EMU),CJ6 (整节) (电力动车)
STR_NAME_CRH3A,CRH3A (EMU),CRH3A (电力动车)
STR_NAME_CRH3AA,CRH3A-A (Section) (EMU),CRH3A-A (整节) (电力动车)
STR_NAME_CRH3C,CRH3C (EMU),CRH3C (电力动车)
STR_NAME_CRH5A,CRH5A (EMU),CRH5A (电力动车)
STR_NAME_CRH5E,CRH5E (EMU),CRH5E (电力动车)
STR_NAME_CRH5G,CRH5G (EMU),CRH5G (电力动车)
STR_NAME_CRH5GJT,CRH5G (Technology-Enhanced) (EMU),CRH5G (技术提升型) (电力动车)
STR_NAME_CRH380A,CRH380A (EMU),CRH380A (电力动车)
STR_NAME_CRH380AL,CRH380AL (Long Version) (EMU),CRH380AL (长编组) (电力动车)
STR_NAME_CRH380AL_2541,CRH380AL-2541 (Long Version) (EMU) (Speed of impact test),CRH380AL-2541 (长编组) (电力动车) (冲高试验速度)
STR_NAME_CRH380AJ,CRH380AL (EMU) (Diagnostic Train),CRH380AJ (电力动车) (综合检测列车)
STR_NAME_CRH380AM,CRH380AM (EMU) (Diagnostic Train),CRH380AM (电力动车) (综合检测列车)
STR_NAME_CRH380B,CRH380B (EMU),CRH380B (电力动车)
STR_NAME_CRH380BL,CRH380BL (Long Version) (EMU),CRH380BL (长编组) (电力动车)
STR_NAME_CRH380CL,CRH380CL (EMU),CRH380CL (电力动车)
STR_NAME_CRH380D,CRH380D (EMU),CRH380D (电力动车)
STR_NAME_CR300AF,CR300AF (EMU),CR300AF (电力动车)
STR_NAME_CR300BF,CR300BF (EMU),CR300BF (电力动车)
STR_NAME_CR400AF,CR400AF (EMU),CR400AF (电力动车)
STR_NAME_CR400AFAB,CR400AF-A/B (Long Version) (EMU),CR400AF-A/B (长编组) (电力动车)
STR_NAME_CR400AFZ,CR400AF-C/Z/S (Intelligent EMU),CR400AF-C/Z/S (智能动车)
STR_NAME_CR400AFABZ,CR400AF-AZ/BZ/BS (Long Version) (Intelligent EMU),CR400AF-AZ/BZ/BS (长编组) (智能动车)
STR_NAME_CR400AFAE,CR400AF-AE (Intelligent EMU),CR400AF-AE (智能动车)
STR_NAME_CR400BF,CR400BF (EMU),CR400BF (电力动车)
STR_NAME_CR400BF_0031,CR400BF-0031 (Variable gauge EMU),CR400BF-0031 (电力动车) (可变轨距)
STR_NAME_CR400BF_0051,CR400BF-0051 (Variable gauge EMU),CR400BF-0051 (电力动车) (可变轨距)
STR_NAME_CR400BFAB,CR400BF-A/B (Long Version) (EMU),CR400BF-A/B (长编组) (电力动车)
STR_NAME_CR400BFC,CR400BF-C (Intelligent EMU),CR400BF-C (智能动车)
STR_NAME_CR400BFZ,CR400BF-Z/S (Intelligent EMU),CR400BF-Z/S (智能动车)
STR_NAME_CR400BFABZ,CR400BF-AZ/BZ/BS (Intelligent EMU),CR400BF-AZ/BZ/BS (长编组) (智能动车)
STR_NAME_CRH6A2,CRH6A (2-Door Version) (EMU),CRH6A (二门版) (电力动车)
STR_NAME_CRH6A_COMFORT,CRH6A (Comfort Version) (EMU),CRH6A (舒适版) (电力动车)
STR_NAME_CRH6A3,CRH6A (3-Door Version) (EMU),CRH6A (三门版) (电力动车)
STR_NAME_CRH6AA,CRH6A-A (Section) (EMU),CRH6A-A (整节) (电力动车)
STR_NAME_CRH6AACINOVA,CRH6A-A (CINOVA2.0) (Section) (EMU),CRH6A-A (CINOVA2.0) (整节) (电力动车)
STR_NAME_CRH6FA,CRH6F-A (Section) (EMU),CRH6F-A (整节) (电力动车)
STR_NAME_CRH6F,CRH6F (EMU),CRH6F (电力动车)
STR_NAME_ZEMUW,2nd-Class (ZE) MU Wagon,动车组二等座车厢
STR_NAME_ZYMUW,1st-Class (ZY) MU Wagon,动车组一等座车厢
STR_NAME_ZSMUW,Business-Class (ZS) MU Wagon,动车组商务座/特等座车厢
STR_NAME_SWMUW,Luxury-Business-Class (SW) MU Wagon,动车组商务座车厢 (复兴号智能动车组标准)
STR_NAME_ZECMUW,2nd-Class Restaurant Combined (ZEC) MU Wagon,动车组二等座/餐车合造车厢
STR_NAME_WEMUW,2nd-Class Sleeper (WE) MU Wagon,动车组二等卧铺车厢
STR_NAME_WYMUW,1st-Class Sleeper (WY) MU Wagon,动车组一等卧铺车厢
STR_NAME_WGMUW,Top-Class Sleeper (WG) MU Wagon,动车组高级软卧车厢
STR_NAME_KYMUW,Cargo MU Wagon,动车组货运车厢
# Full Name,,
STR_FULL_NAME_YZ1,{BLACK}FULLNAME: {GOLD}Type 1 Hard Seat Passenger Coach,{BLACK}全称：{GOLD}1型硬座客车
STR_FULL_NAME_YW18,{BLACK}FULLNAME: {GOLD}Type 18 Hard Sleeper Passenger Coach,{BLACK}全称：{GOLD}18型硬卧客车
STR_FULL_NAME_RW18,{BLACK}FULLNAME: {GOLD}Type 18 Soft Sleeper Passenger Coach,{BLACK}全称：{GOLD}18型软卧客车
STR_FULL_NAME_CA18,{BLACK}FULLNAME: {GOLD}Type 18 Restaurant Car,{BLACK}全称：{GOLD}18型餐车
STR_FULL_NAME_RW19,{BLACK}FULLNAME: {GOLD}Type 19 Luxury Soft Sleeper Passenger Coach ,{BLACK}全称：{GOLD}19型高级软卧客车
STR_FULL_NAME_YZ21,{BLACK}FULLNAME: {GOLD}Type 21 Hard Seat Passenger Coach,{BLACK}全称：{GOLD}21型硬座客车
STR_FULL_NAME_YW21,{BLACK}FULLNAME: {GOLD}Type 21 Hard Sleeper Passenger Coach,{BLACK}全称：{GOLD}21型硬卧客车
STR_FULL_NAME_RW21,{BLACK}FULLNAME: {GOLD}Type 21 Hard Sleeper Passenger Coach,{BLACK}全称：{GOLD}21型软卧客车
STR_FULL_NAME_CA21,{BLACK}FULLNAME: {GOLD}Type 21 Restaurant Car,{BLACK}全称：{GOLD}21型餐车
STR_FULL_NAME_YZ22,{BLACK}FULLNAME: {GOLD}Type 22 Hard Seat Passenger Coach,{BLACK}全称：{GOLD}22型硬座客车
STR_FULL_NAME_RZ22,{BLACK}FULLNAME: {GOLD}Type 22 Soft Seat Passenger Coach,{BLACK}全称：{GOLD}22型软座客车
STR_FULL_NAME_YW22,{BLACK}FULLNAME: {GOLD}Type 22 Hard Sleeper Passenger Coach,{BLACK}全称：{GOLD}22型硬卧客车
STR_FULL_NAME_RW22,{BLACK}FULLNAME: {GOLD}Type 22 Soft Sleeper Passenger Coach,{BLACK}全称：{GOLD}22型软卧客车
STR_FULL_NAME_YZ22AIRCON,{BLACK}FULLNAME: {GOLD}Type 22 Hard Seat Passenger Coach (Air-conditioned),{BLACK}全称：{GOLD}22型硬座客车 (加装空调)
STR_FULL_NAME_RZ22AIRCON,{BLACK}FULLNAME: {GOLD}Type 22 Soft Seat Passenger Coach (Air-conditioned),{BLACK}全称：{GOLD}22型软座客车 (加装空调)
STR_FULL_NAME_YW22AIRCON,{BLACK}FULLNAME: {GOLD}Type 22 Hard Sleeper Passenger Coach (Air-conditioned),{BLACK}全称：{GOLD}22型硬卧客车 (加装空调)
STR_FULL_NAME_RW22AIRCON,{BLACK}FULLNAME: {GOLD}Type 22 Soft Sleeper Passenger Coach (Air-conditioned),{BLACK}全称：{GOLD}22型软卧客车 (加装空调)
STR_FULL_NAME_CA23,{BLACK}FULLNAME: {GOLD}Type 23 Restaurant Car,{BLACK}全称：{GOLD}23型餐车
STR_FULL_NAME_CA23AIRCON,{BLACK}FULLNAME: {GOLD}Type 23 Restaurant Car (Air-conditioned),{BLACK}全称：{GOLD}23型餐车 (加装空调)
STR_FULL_NAME_YZ22B,{BLACK}FULLNAME: {GOLD}Type 22B Hard Seat Passenger Coach,{BLACK}全称：{GOLD}22B型硬座客车
STR_FULL_NAME_YW22B,{BLACK}FULLNAME: {GOLD}Type 22B Hard Sleeper Passenger Coach,{BLACK}全称：{GOLD}22B型硬卧客车
STR_FULL_NAME_RW22B,{BLACK}FULLNAME: {GOLD}Type 22B Soft Sleeper Passenger Coach,{BLACK}全称：{GOLD}22B型软卧客车
STR_FULL_NAME_YZ25ML,{BLACK}FULLNAME: {GOLD}Type 25 Mainline Hard Seat Passenger Coach,{BLACK}全称：{GOLD}干线25型硬座客车
STR_FULL_NAME_RZ25ML,{BLACK}FULLNAME: {GOLD}Type 25 Mainline Soft Seat Passenger Coach,{BLACK}全称：{GOLD}干线25型软座客车
STR_FULL_NAME_YW25ML,{BLACK}FULLNAME: {GOLD}Type 25 Mainline Hard Sleeper Passenger Coach,{BLACK}全称：{GOLD}干线25型硬卧客车
STR_FULL_NAME_RW25ML,{BLACK}FULLNAME: {GOLD}Type 25 Mainline Soft Sleeper Passenger Coach,{BLACK}全称：{GOLD}干线25型软卧客车
STR_FULL_NAME_CA25ML,{BLACK}FULLNAME: {GOLD}Type 25 Mainline Restaurant Car,{BLACK}全称：{GOLD}干线25型餐车
STR_FULL_NAME_YZ25SM,{BLACK}FULLNAME: {GOLD}Type 25 Sanshui-Maoming Raiway Hard Seat Passenger Coach,{BLACK}全称：{GOLD}25型三茂铁路硬座客车
STR_FULL_NAME_RZ25SM,{BLACK}FULLNAME: {GOLD}Type 25 Sanshui-Maoming Raiway Soft Seat Passenger Coach,{BLACK}全称：{GOLD}25型三茂铁路软座客车
STR_FULL_NAME_YW25SM,{BLACK}FULLNAME: {GOLD}Type 25 Sanshui-Maoming Raiway Hard Sleeper Passenger Coach,{BLACK}全称：{GOLD}25型三茂铁路硬卧客车
STR_FULL_NAME_RW25SM,{BLACK}FULLNAME: {GOLD}Type 25 Sanshui-Maoming Raiway Soft Sleeper Passenger Coach,{BLACK}全称：{GOLD}25型三茂铁路软卧客车
STR_FULL_NAME_CA25SM,{BLACK}FULLNAME: {GOLD}Type 25 Sanshui-Maoming Raiway Restaurant Car,{BLACK}全称：{GOLD}25型三茂铁路餐车
STR_FULL_NAME_RZ25HK,{BLACK}FULLNAME: {GOLD}Type 25 Guangzhou-Kowloon Raiway Soft Seat Passenger Coach,{BLACK}全称：{GOLD}25型广九铁路软座客车
STR_FULL_NAME_CA25HK,{BLACK}FULLNAME: {GOLD}Type 25 Guangzhou-Kowloon Raiway Restaurant Car,{BLACK}全称：{GOLD}25型广九铁路餐车
STR_FULL_NAME_TZ25,{BLACK}FULLNAME: {GOLD}Type 25 Special Purpose Car,{BLACK}全称：{GOLD}25型特种车
STR_FULL_NAME_SYZ25,{BLACK}FULLNAME: {GOLD}Type 25 Double Decker Hard Seat Passenger Coach,{BLACK}全称：{GOLD}25型双层硬座客车
STR_FULL_NAME_SRZ25,{BLACK}FULLNAME: {GOLD}Type 25 Double Decker Soft Seat Passenger Coach,{BLACK}全称：{GOLD}25型双层软座客车
STR_FULL_NAME_SYW25,{BLACK}FULLNAME: {GOLD}Type 25 Double Decker Hard Sleeper Passenger Coach,{BLACK}全称：{GOLD}25型双层硬座客车
STR_FULL_NAME_SRW25,{BLACK}FULLNAME: {GOLD}Type 25 Double Decker Soft Sleeper Passenger Coach,{BLACK}全称：{GOLD}25型双层软座客车
STR_FULL_NAME_YZ25A,{BLACK}FULLNAME: {GOLD}Type 25A Hard Seat Passenger Coach,{BLACK}全称：{GOLD}25A型硬座客车
STR_FULL_NAME_YW25A,{BLACK}FULLNAME: {GOLD}Type 25A Hard Sleeper Passenger Coach,{BLACK}全称：{GOLD}25A型硬卧客车
STR_FULL_NAME_RW25A,{BLACK}FULLNAME: {GOLD}Type 25A Soft Sleeper Passenger Coach,{BLACK}全称：{GOLD}25A型软卧客车
STR_FULL_NAME_CA25A,{BLACK}FULLNAME: {GOLD}Type 25A Restaurant Car,{BLACK}全称：{GOLD}25A型餐车
STR_FULL_NAME_KD25A,{BLACK}FULLNAME: {GOLD}Type 25A Improved Air Conditioner Generator Car,{BLACK}全称：{GOLD}25A型空调发电车
STR_FULL_NAME_YZ25B,{BLACK}FULLNAME: {GOLD}Type 25 Standard Hard Seat Passenger Coach,{BLACK}全称：{GOLD}25系标准型硬座客车
STR_FULL_NAME_RZ25B,{BLACK}FULLNAME: {GOLD}Type 25 Standard Soft Seat Passenger Coach,{BLACK}全称：{GOLD}25系标准型软座客车
STR_FULL_NAME_YW25B,{BLACK}FULLNAME: {GOLD}Type 25 Standard Hard Sleeper Passenger Coach,{BLACK}全称：{GOLD}25系标准型硬卧客车
STR_FULL_NAME_RW25B,{BLACK}FULLNAME: {GOLD}Type 25 Standard Soft Sleeper Passenger Coach,{BLACK}全称：{GOLD}25系标准型软卧客车
STR_FULL_NAME_CA25B,{BLACK}FULLNAME: {GOLD}Type 25 Standard Restaurant Car,{BLACK}全称：{GOLD}25系标准型餐车
STR_FULL_NAME_YZ25B_AC,{BLACK}FULLNAME: {GOLD}Type 25 Standard Hard Seat Passenger Coach With Air Conditioner,{BLACK}全称：{GOLD}加装空调的25系标准型硬座客车
STR_FULL_NAME_YW25B_AC,{BLACK}FULLNAME: {GOLD}Type 25 Standard Hard Sleeper Passenger Coach With Air Conditioner,{BLACK}全称：{GOLD}加装空调的25系标准型硬卧客车
STR_FULL_NAME_RW25B_AC,{BLACK}FULLNAME: {GOLD}Type 25 Standard Soft Sleeper Passenger Coach With Air Conditioner,{BLACK}全称：{GOLD}加装空调的25系标准型软卧客车
STR_FULL_NAME_CA25B_AC,{BLACK}FULLNAME: {GOLD}Type 25 Standard Restaurant Car With Air Conditioner,{BLACK}全称：{GOLD}加装空调的25系标准型餐车
STR_FULL_NAME_RZ25B_GZ,{BLACK}FULLNAME: {GOLD}Guangzhou Railway Custom Version of Type 25 Standard Soft Seat Passenger Coach,{BLACK}全称：{GOLD}25系标准型软座客车广州铁路局定制版本
STR_FULL_NAME_SYZ25B,{BLACK}FULLNAME: {GOLD}Type 25 Standard Double Decker Hard Seat Passenger Coach,{BLACK}全称：{GOLD}25系标准型双层硬座客车
STR_FULL_NAME_SRZ25B,{BLACK}FULLNAME: {GOLD}Type 25 Standard Double Decker Soft Seat Passenger Coach,{BLACK}全称：{GOLD}25系标准型双层软座客车
STR_FULL_NAME_SYW25B,{BLACK}FULLNAME: {GOLD}Type 25 Standard Double Decker Hard Sleeper Passenger Coach,{BLACK}全称：{GOLD}25系标准型双层硬卧客车
STR_FULL_NAME_SRW25B,{BLACK}FULLNAME: {GOLD}Type 25 Standard Double Decker Soft Sleeper Passenger Coach,{BLACK}全称：{GOLD}25系标准型双层软卧客车
STR_FULL_NAME_SCA25B,{BLACK}FULLNAME: {GOLD}Type 25 Standard Double Decker Restaurant Car,{BLACK}全称：{GOLD}25标准型双层软卧客车
STR_FULL_NAME_RZ225C,{BLACK}FULLNAME: {GOLD}Type 25 Second-Class Passenger Coache Type C,{BLACK}全称：{GOLD}25C型二等软座客车
STR_FULL_NAME_RZ125C,{BLACK}FULLNAME: {GOLD}Type 25 First-Class Passenger Coache Type C,{BLACK}全称：{GOLD}25C型一等软座客车
STR_FULL_NAME_CA25C,{BLACK}FULLNAME: {GOLD}Type 25C Restaurant Car,{BLACK}全称：{GOLD}25C型餐车
STR_FULL_NAME_YZ25G,{BLACK}FULLNAME: {GOLD}Type 25 Improved Hard Seat Passenger Coach,{BLACK}全称：{GOLD}25系改进型硬座客车
STR_FULL_NAME_RZ25G,{BLACK}FULLNAME: {GOLD}Type 25 Improved Soft Seat Passenger Coach,{BLACK}全称：{GOLD}25系改进型软座客车
STR_FULL_NAME_RZ225G,{BLACK}FULLNAME: {GOLD}Type 25 Improved Second-Class Soft Seat Passenger Coach,{BLACK}全称：{GOLD}25系改进型二等软座客车
STR_FULL_NAME_RZ125G,{BLACK}FULLNAME: {GOLD}Type 25 Improved First-Class Soft Seat Passenger Coach,{BLACK}全称：{GOLD}25系改进型一等软座客车
STR_FULL_NAME_RZT25G,{BLACK}FULLNAME: {GOLD}Type 25 Improved Soft Seat Passenger Coach,{BLACK}全称：{GOLD}25系改进型特等软座客车
STR_FULL_NAME_YW25G,{BLACK}FULLNAME: {GOLD}Type 25 Improved Hard Sleeper Passenger Coach,{BLACK}全称：{GOLD}25系改进型硬卧客车
STR_FULL_NAME_RW25G,{BLACK}FULLNAME: {GOLD}Type 25 Improved Soft Sleeper Passenger Coach,{BLACK}全称：{GOLD}25系改进型软卧客车
STR_FULL_NAME_RW25G_INT,{BLACK}FULLNAME: {GOLD}Type 25 Improved Soft Sleeper Passenger Coach (International Transport Version),{BLACK}全称：{GOLD}25系改进型软卧客车 (国际联运版)
STR_FULL_NAME_CA25G,{BLACK}FULLNAME: {GOLD}Type 25 Improved Restaurant Car,{BLACK}全称：{GOLD}25系改进型餐车
STR_FULL_NAME_RW19K_1,{BLACK}FULLNAME: {GOLD}Type 19K Soft Sleeper Passenger Coach First Generation(2 berth),{BLACK}全称：{GOLD}第一代19K型高级软卧客车
STR_FULL_NAME_RW19K_2,{BLACK}FULLNAME: {GOLD}Type 19K Soft Sleeper Passenger Coach Second and Third Generation(2 berth),{BLACK}全称：{GOLD}第二代及第三代19K型高级软卧客车
STR_FULL_NAME_YZ25K,{BLACK}FULLNAME: {GOLD}Type 25 Rapid Hard Seat Passenger Coach,{BLACK}全称：{GOLD}25系快速型硬座客车
STR_FULL_NAME_RZ25K,{BLACK}FULLNAME: {GOLD}Type 25 Rapid Soft Seat Passenger Coach,{BLACK}全称：{GOLD}25系快速型软座客车
STR_FULL_NAME_YW25K,{BLACK}FULLNAME: {GOLD}Type 25 Rapid Hard Sleeper Passenger Coach,{BLACK}全称：{GOLD}25系快速型硬卧客车
STR_FULL_NAME_RW25K,{BLACK}FULLNAME: {GOLD}Type 25 Rapid Soft Sleeper Passenger Coach,{BLACK}全称：{GOLD}25系快速型软卧客车
STR_FULL_NAME_RW25K_PROTOTYPE,{BLACK}FULLNAME: {GOLD}Type 25 Rapid Soft Sleeper Passenger Coach Prototype produced by Changchun Coach Factory,{BLACK}全称：{GOLD}25系快速型软卧客车长客实验版
STR_FULL_NAME_SYZ25K,{BLACK}FULLNAME: {GOLD}Type 25 Rapid Double Decker Hard Seat Passenger Coach,{BLACK}全称：{GOLD}25系快速型双层硬座客车
STR_FULL_NAME_SRZ25K,{BLACK}FULLNAME: {GOLD}Type 25 Rapid Double Decker Soft Seat Passenger Coach,{BLACK}全称：{GOLD}25系快速型双层软座客车
STR_FULL_NAME_SYW25K,{BLACK}FULLNAME: {GOLD}Type 25 Rapid Double Decker Hard Sleeper Passenger Coach,{BLACK}全称：{GOLD}25系快速型双层硬卧客车
STR_FULL_NAME_SRW25K,{BLACK}FULLNAME: {GOLD}Type 25 Rapid Double Decker Soft Sleeper Passenger Coach,{BLACK}全称：{GOLD}25系快速型双层软卧客车
STR_FULL_NAME_SCA25K,{BLACK}FULLNAME: {GOLD}Type 25 Rapid Double Decker Restaurant Car,{BLACK}全称：{GOLD}25系快速型双层餐车
STR_FULL_NAME_CA25K,{BLACK}FULLNAME: {GOLD}Type 25 Rapid Improved Restaurant Car,{BLACK}全称：{GOLD}25系快速型餐车
STR_FULL_NAME_RW19T,{BLACK}FULLNAME: {GOLD}Type 19T Soft Sleeper Passenger Coach (2 berth),{BLACK}全称：{GOLD}19T型高级软卧客车
STR_FULL_NAME_YZ25T,{BLACK}FULLNAME: {GOLD}Type 25 Accelerated Hard Seat Passenger Coach,{BLACK}全称：{GOLD}25系提速型硬座客车
STR_FULL_NAME_RZ25T,{BLACK}FULLNAME: {GOLD}Type 25 Accelerated Soft Seat Passenger Coach,{BLACK}全称：{GOLD}25系提速型软座客车
STR_FULL_NAME_RZXL25T,{BLACK}FULLNAME: {GOLD}Type 25 Accelerated Soft Seat Passenger Luggage Coach,{BLACK}全称：{GOLD}25系提速型软座行李合造车
STR_FULL_NAME_YW25T,{BLACK}FULLNAME: {GOLD}Type 25 Accelerated Hard Sleeper Passenger Coach,{BLACK}全称：{GOLD}25系提速型硬卧客车
STR_FULL_NAME_RW25T,{BLACK}FULLNAME: {GOLD}Type 25 Accelerated Soft Sleeper Passenger Coach,{BLACK}全称：{GOLD}25系提速型软卧客车
STR_FULL_NAME_RW25T_JT,{BLACK}FULLNAME: {GOLD}Type 25 Accelerated Soft Sleeper Passenger Coach (Custom Version for Jitong Railway),{BLACK}全称：25系提速型软卧客车 (集通铁路定制版本)
STR_FULL_NAME_YZ31,{BLACK}FULLNAME: {GOLD}Type 31 Hard Seat Passenger Coach,{BLACK}全称：{GOLD}31型硬座客车
STR_FULL_NAME_CA25T,{BLACK}FULLNAME: {GOLD}Type 25 Accelerated Restaurant Car,{BLACK}全称：{GOLD}25系提速型餐车
STR_FULL_NAME_XL18,{BLACK}FULLNAME: {GOLD}Type 18 Luggage Car,{BLACK}全称：{GOLD}18型行李车
STR_FULL_NAME_XL21,{BLACK}FULLNAME: {GOLD}Type 21 Luggage Car,{BLACK}全称：{GOLD}21型行李车
STR_FULL_NAME_XL22,{BLACK}FULLNAME: {GOLD}Type 22 Luggage Car,{BLACK}全称：{GOLD}22型行李车
STR_FULL_NAME_XL25ML,{BLACK}FULLNAME: {GOLD}Type 25 Mainline Luggage Car,{BLACK}全称：{GOLD}干线25型行李车
STR_FULL_NAME_XL25B,{BLACK}FULLNAME: {GOLD}Type 25 Standard Luggage Car,{BLACK}全称：{GOLD}25系标准型行李车
STR_FULL_NAME_XL25G,{BLACK}FULLNAME: {GOLD}Type 25 Improved Luggage Car,{BLACK}全称：{GOLD}25系改进型行李车
STR_FULL_NAME_XL25K,{BLACK}FULLNAME: {GOLD}Type 25 Rapid Luggage Car,{BLACK}全称：{GOLD}25系快速型行李车
STR_FULL_NAME_XL25T,{BLACK}FULLNAME: {GOLD}Type 25 Accelerated Luggage Car,{BLACK}全称：{GOLD}25系提速型行李车
STR_FULL_NAME_UZ22,{BLACK}FULLNAME: {GOLD}22 Type Railway Post Office,{BLACK}全称：{GOLD}22型邮政车
STR_FULL_NAME_UZ25B,{BLACK}FULLNAME: {GOLD}Type 25 Standard Railway Post Office,{BLACK}全称：{GOLD}25系标准型邮政车
STR_FULL_NAME_UZ25G,{BLACK}FULLNAME: {GOLD}Type 25 Improved Railway Post Office,{BLACK}全称：{GOLD}25系改进型邮政车
STR_FULL_NAME_UZ25K,{BLACK}FULLNAME: {GOLD}Type 25 Rapid Railway Post Office,{BLACK}全称：{GOLD}25系快速型邮政车
STR_FULL_NAME_UZ25T,{BLACK}FULLNAME: {GOLD}Type 25 Accelerated Railway Post Office,{BLACK}全称：{GOLD}25系提速型邮政车
STR_FULL_NAME_TZ,{BLACK}FULLNAME: {GOLD}Special Purpose Car,{BLACK}全称：{GOLD}特种车
STR_FULL_NAME_TZ2,{BLACK}FULLNAME: {GOLD}Special Purpose Car Type 2 {BLACK}(Or Type 25 Improved Air Conditioner Generator Car),{BLACK}全称：{GOLD}2型特种车 {BLACK}(25改进型空调发电车)
STR_FULL_NAME_KD18,{BLACK}FULLNAME: {GOLD}Type 18 Air Conditioner Generator Car,{BLACK}全称：{GOLD}18型空调发电车
STR_FULL_NAME_KD25SM,{BLACK}FULLNAME: {GOLD}Type 25 Sanshui-Maoming Railway Air Conditioner Generator Car ,{BLACK}全称：{GOLD}25型三茂铁路空调发电车
STR_FULL_NAME_KD25C,{BLACK}FULLNAME: {GOLD}Type 25 Air Conditioner Generator Car Type C,{BLACK}全称：{GOLD}25C型空调发电车
STR_FULL_NAME_KD25G,{BLACK}FULLNAME: {GOLD}Type 25 Improved Air Conditioner Generator Car,{BLACK}全称：{GOLD}25系改进型空调发电车
STR_FULL_NAME_KD25K,{BLACK}FULLNAME: {GOLD}Type 25 Rapid Air Conditioner Generator Car,{BLACK}全称：{GOLD}25系快速型空调发电车
STR_FULL_NAME_KD25Z,{BLACK}FULLNAME: {GOLD}Type 25 Semi-Highspeed Air Conditioner Generator Car,{BLACK}全称：{GOLD}25系准高速空调发电车
STR_FULL_NAME_KD25T,{BLACK}FULLNAME: {GOLD}Type 25 Accelerated Air Conditioner Generator Car,{BLACK}全称：{GOLD}25系提速型空调发电车
STR_FULL_NAME_RZ125Z,{BLACK}FULLNAME: {GOLD}Type 25 Semi-Highspeed 1st-Class Seat Passenger Coach,{BLACK}全称：{GOLD}25系准高速一等软座客车
STR_FULL_NAME_RZ225Z,{BLACK}FULLNAME: {GOLD}Type 25 Semi-Highspeed 2nd-Class Seat Passenger Coach,{BLACK}全称：{GOLD}25系准高速二等软座客车
STR_FULL_NAME_RZT25Z,{BLACK}FULLNAME: {GOLD}Type 25 Semi-Highspeed Top-Class Seat Passenger Coach,{BLACK}全称：{GOLD}25系准高速特等软座客车
STR_FULL_NAME_RZXL25Z,{BLACK}FULLNAME: {GOLD}Type 25 Semi-Highspeed Soft Seat Passenger Coach & Luggage Car,{BLACK}全称：{GOLD}25系准高速软座行李合造车
STR_FULL_NAME_CA25Z,{BLACK}FULLNAME: {GOLD}Type 25 Semi-Highspeed Restaurant Car,{BLACK}全称：{GOLD}25系准高速餐车
STR_FULL_NAME_SRZ125Z,{BLACK}FULLNAME: {GOLD}Type 25 Semi-Highspeed Double Decker 1st-Class Seat Passenger Coach,{BLACK}全称：{GOLD}25系准高速双层一等软座客车
